customer_id,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,preferred_payment_method
CUST_01413,1058,33,13,20,0.3939,3038.51,UPI
CUST_01414,1409,55,44,11,0.8,10051.75,UPI
CUST_01415,484,60,36,24,0.6,1407.45,Wallet
CUST_01416,333,21,16,5,0.7619,4228.02,UPI
CUST_01417,1004,78,70,8,0.8974,2298.26,UPI
CUST_01418,1152,56,32,24,0.5714,2665.15,UPI
CUST_01419,846,69,47,22,0.6812,6437.71,Card
CUST_01420,306,66,54,12,0.8182,3151.03,Card
CUST_01421,1029,55,52,3,0.9455,3218.94,Card
CUST_01422,1179,72,36,36,0.5,4678.6,Card
CUST_01423,176,39,35,4,0.8974,1710.49,Wallet
CUST_01424,692,78,28,50,0.359,1227.28,UPI
CUST_01425,1405,57,44,13,0.7719,1062.77,NetBanking
CUST_01426,743,29,18,11,0.6207,557.55,NetBanking
CUST_01427,1246,8,8,0,1.0,9314.66,NetBanking
CUST_01428,376,49,42,7,0.8571,1020.2,Card
CUST_01429,932,10,6,4,0.6,1891.49,Card
CUST_01430,1433,52,24,28,0.4615,1819.34,UPI
CUST_01431,260,11,6,5,0.5455,2738.55,Card
CUST_01432,619,6,3,3,0.5,3908.92,UPI
CUST_01433,654,62,48,14,0.7742,4033.26,UPI
CUST_01434,709,31,26,5,0.8387,1468.28,Card
CUST_01435,447,74,55,19,0.7432,1964.54,NetBanking
CUST_01436,1153,66,58,8,0.8788,2691.37,Card
CUST_01437,1453,7,5,2,0.7143,1855.51,UPI
CUST_01438,553,26,8,18,0.3077,6803.16,NetBanking
CUST_01439,441,39,12,27,0.3077,3114.06,Wallet
CUST_01440,1370,6,1,5,0.1667,3693.81,Wallet
CUST_01441,1382,39,32,7,0.8205,3512.27,NetBanking
CUST_01442,250,7,4,3,0.5714,5021.24,Wallet
CUST_01443,503,53,47,6,0.8868,2506.68,UPI
CUST_01444,676,67,58,9,0.8657,890.89,UPI
CUST_01445,411,30,25,5,0.8333,2921.29,Wallet
CUST_01446,1178,7,2,5,0.2857,1399.75,Card
CUST_01447,1114,44,34,10,0.7727,1525.33,Wallet
CUST_01448,835,25,7,18,0.28,3329.09,NetBanking
CUST_01449,1431,50,37,13,0.74,5254.28,NetBanking
CUST_01450,513,69,37,32,0.5362,2241.48,UPI
CUST_01451,1311,37,23,14,0.6216,2741.29,UPI
CUST_01452,1166,40,19,21,0.475,7270.28,Card
CUST_01453,729,55,24,31,0.4364,2613.71,UPI
CUST_01454,812,71,64,7,0.9014,13645.68,Card
CUST_01455,884,35,28,7,0.8,3280.85,Card
CUST_01456,903,44,34,10,0.7727,643.85,Wallet
CUST_01457,1140,21,12,9,0.5714,3741.86,Card
CUST_01458,1219,74,65,9,0.8784,2883.65,Card
CUST_01459,312,44,21,23,0.4773,5447.04,Wallet
CUST_01460,327,77,33,44,0.4286,3537.68,NetBanking
CUST_01461,168,76,56,20,0.7368,2004.36,UPI
CUST_01462,407,45,22,23,0.4889,937.29,UPI
CUST_01463,682,57,43,14,0.7544,1907.76,NetBanking
CUST_01464,937,40,16,24,0.4,1217.6,Card
CUST_01465,248,21,11,10,0.5238,1470.91,UPI
CUST_01466,1283,39,30,9,0.7692,3334.26,Card
CUST_01467,1251,34,17,17,0.5,7107.69,UPI
CUST_01468,765,15,15,0,1.0,2911.05,Wallet
CUST_01469,304,69,58,11,0.8406,956.12,Wallet
CUST_01470,1488,52,26,26,0.5,3014.6,Wallet
CUST_01471,1036,65,27,38,0.4154,5103.3,Card
CUST_01472,425,33,10,23,0.303,1441.09,Wallet
CUST_01473,60,39,24,15,0.6154,2010.6,Card
CUST_01474,1404,30,15,15,0.5,2231.17,UPI
CUST_01475,392,61,57,4,0.9344,1274.83,Wallet
CUST_01476,1438,46,42,4,0.913,3476.55,Card
CUST_01477,905,56,18,38,0.3214,2029.08,Wallet
CUST_01478,670,55,55,0,1.0,2962.16,UPI
CUST_01479,1096,18,12,6,0.6667,1186.49,Wallet
CUST_01480,116,36,26,10,0.7222,1625.84,Wallet
CUST_01481,110,76,46,30,0.6053,3661.64,UPI
CUST_01482,418,42,26,16,0.619,1701.08,Wallet
CUST_01483,653,41,26,15,0.6341,7397.33,Card
CUST_01484,895,42,31,11,0.7381,1669.46,UPI
CUST_01485,1443,71,30,41,0.4225,2584.48,Wallet
CUST_01486,1353,62,23,39,0.371,4242.1,UPI
CUST_01487,398,79,67,12,0.8481,818.23,Card
CUST_01488,835,57,37,20,0.6491,643.83,Wallet
CUST_01489,81,27,22,5,0.8148,759.03,Card
CUST_01490,961,16,8,8,0.5,5344.42,NetBanking
CUST_01491,1446,25,10,15,0.4,1500.72,UPI
CUST_01492,263,62,58,4,0.9355,13236.58,NetBanking
CUST_01493,204,72,66,6,0.9167,1487.76,Wallet
CUST_01494,1077,25,19,6,0.76,2512.88,Wallet
CUST_01495,119,26,17,9,0.6538,6499.48,Card
CUST_01496,362,23,11,12,0.4783,8993.57,UPI
CUST_01497,889,44,32,12,0.7273,9349.26,Wallet
CUST_01498,621,28,11,17,0.3929,5145.39,Card
CUST_01499,445,5,5,0,1.0,4522.61,NetBanking
CUST_01500,55,63,49,14,0.7778,3343.48,Wallet
CUST_01501,1143,5,5,0,1.0,3807.97,Wallet
CUST_01502,517,32,27,5,0.8438,1501.43,Wallet
CUST_01503,959,57,45,12,0.7895,1245.46,UPI
CUST_01504,1261,5,2,3,0.4,2203.14,NetBanking
CUST_01505,1299,76,74,2,0.9737,1960.34,Card
CUST_01506,130,28,12,16,0.4286,1607.99,UPI
CUST_01507,1367,49,16,33,0.3265,3595.62,Card
CUST_01508,96,78,76,2,0.9744,4310.09,NetBanking
CUST_01509,708,16,4,12,0.25,2349.33,UPI
CUST_01510,883,27,13,14,0.4815,6212.2,NetBanking
CUST_01511,1281,78,73,5,0.9359,993.09,Card
CUST_01512,962,79,46,33,0.5823,1928.39,UPI
CUST_01513,220,43,32,11,0.7442,1337.05,NetBanking
CUST_01514,806,13,9,4,0.6923,597.9,UPI
CUST_01515,629,65,27,38,0.4154,2084.16,UPI
CUST_01516,1452,40,22,18,0.55,2027.94,Wallet
CUST_01517,1104,31,31,0,1.0,6370.38,Card
CUST_01518,1283,12,4,8,0.3333,3434.3,UPI
CUST_01519,1020,41,25,16,0.6098,1078.22,NetBanking
CUST_01520,561,72,57,15,0.7917,8085.8,NetBanking
CUST_01521,295,77,54,23,0.7013,5191.22,Wallet
CUST_01522,1038,28,27,1,0.9643,3319.16,Card
CUST_01523,1481,42,18,24,0.4286,1884.58,UPI
CUST_01524,272,8,5,3,0.625,1128.22,UPI
CUST_01525,454,58,43,15,0.7414,1701.82,UPI
CUST_01526,713,49,49,0,1.0,4732.1,Card
CUST_01527,53,30,18,12,0.6,8260.25,NetBanking
CUST_01528,168,44,32,12,0.7273,6504.64,NetBanking
CUST_01529,42,19,15,4,0.7895,1568.39,NetBanking
CUST_01530,729,55,52,3,0.9455,1008.55,UPI
CUST_01531,389,29,18,11,0.6207,2437.24,NetBanking
CUST_01532,1407,66,49,17,0.7424,640.4,UPI
CUST_01533,1352,22,21,1,0.9545,2768.93,Card
CUST_01534,1314,63,52,11,0.8254,1991.57,NetBanking
CUST_01535,977,57,20,37,0.3509,1593.64,NetBanking
CUST_01536,1187,45,14,31,0.3111,723.22,Card
CUST_01537,1212,47,36,11,0.766,3163.77,UPI
CUST_01538,335,40,38,2,0.95,1520.98,UPI
CUST_01539,724,53,49,4,0.9245,973.66,Card
CUST_01540,1199,54,27,27,0.5,295.72,UPI
CUST_01541,661,45,15,30,0.3333,2166.22,NetBanking
CUST_01542,877,16,11,5,0.6875,7635.59,Card
CUST_01543,791,62,37,25,0.5968,7064.81,Card
CUST_01544,1105,43,23,20,0.5349,1603.64,UPI
CUST_01545,796,9,5,4,0.5556,1448.74,UPI
CUST_01546,938,69,21,48,0.3043,3066.04,Wallet
CUST_01547,1054,24,13,11,0.5417,1097.87,NetBanking
CUST_01548,1020,72,40,32,0.5556,2727.81,NetBanking
CUST_01549,323,17,13,4,0.7647,3775.38,Card
CUST_01550,450,9,9,0,1.0,5212.7,Wallet
CUST_01551,1491,71,28,43,0.3944,2058.83,UPI
CUST_01552,666,10,4,6,0.4,1914.91,NetBanking
CUST_01553,986,10,4,6,0.4,1194.42,NetBanking
CUST_01554,76,78,71,7,0.9103,1237.91,NetBanking
CUST_01555,1338,31,19,12,0.6129,1884.59,Card
CUST_01556,424,41,20,21,0.4878,2855.94,NetBanking
CUST_01557,933,20,10,10,0.5,4186.03,Card
CUST_01558,352,40,15,25,0.375,1258.62,UPI
CUST_01559,1305,76,54,22,0.7105,6278.47,UPI
CUST_01560,453,74,44,30,0.5946,1826.6,NetBanking
CUST_01561,585,23,15,8,0.6522,2175.56,Card
CUST_01562,380,14,8,6,0.5714,1308.91,NetBanking
CUST_01563,1137,61,21,40,0.3443,404.65,Card
CUST_01564,89,65,62,3,0.9538,4100.37,UPI
CUST_01565,246,54,19,35,0.3519,3698.9,UPI
CUST_01566,903,55,27,28,0.4909,1813.6,Wallet
CUST_01567,1292,50,34,16,0.68,2314.37,NetBanking
CUST_01568,435,73,26,47,0.3562,3168.96,Wallet
CUST_01569,1192,21,8,13,0.381,739.68,Wallet
CUST_01570,229,63,37,26,0.5873,1524.87,Wallet
CUST_01571,993,34,17,17,0.5,3850.6,Card
CUST_01572,1293,38,22,16,0.5789,917.82,Wallet
CUST_01573,405,47,34,13,0.7234,2712.13,Wallet
CUST_01574,1028,8,2,6,0.25,854.39,Wallet
CUST_01575,261,49,44,5,0.898,3061.01,Wallet
CUST_01576,379,41,36,5,0.878,2153.93,NetBanking
CUST_01577,1267,78,31,47,0.3974,712.95,UPI
CUST_01578,860,18,10,8,0.5556,4990.63,UPI
CUST_01579,648,73,50,23,0.6849,1320.53,Wallet
CUST_01580,1239,57,32,25,0.5614,1252.41,Card
CUST_01581,1152,25,22,3,0.88,2541.22,Wallet
CUST_01582,165,48,27,21,0.5625,4934.69,Wallet
CUST_01583,921,77,73,4,0.9481,1084.55,NetBanking
CUST_01584,1145,35,15,20,0.4286,2305.78,UPI
CUST_01585,1487,78,76,2,0.9744,2981.47,Wallet
CUST_01586,264,80,62,18,0.775,3587.37,Wallet
CUST_01587,696,76,28,48,0.3684,2498.66,Wallet
CUST_01588,390,44,38,6,0.8636,1708.0,UPI
CUST_01589,1255,18,15,3,0.8333,1237.3,Wallet
CUST_01590,700,68,61,7,0.8971,2345.61,UPI
CUST_01591,215,32,13,19,0.4062,1042.63,UPI
CUST_01592,330,24,21,3,0.875,285.73,NetBanking
CUST_01593,828,78,51,27,0.6538,2997.67,Card
CUST_01594,451,45,32,13,0.7111,4157.85,NetBanking
CUST_01595,920,49,19,30,0.3878,422.4,UPI
CUST_01596,1282,70,46,24,0.6571,1089.19,Card
CUST_01597,632,12,8,4,0.6667,3406.39,UPI
CUST_01598,31,76,74,2,0.9737,9323.07,NetBanking
CUST_01599,254,41,39,2,0.9512,2240.73,UPI
CUST_01600,511,60,55,5,0.9167,1326.63,Wallet
CUST_01601,1310,45,37,8,0.8222,1942.97,Wallet
CUST_01602,811,60,52,8,0.8667,5781.47,Card
CUST_01603,1386,27,23,4,0.8519,1405.05,Card
CUST_01604,415,76,46,30,0.6053,1262.14,NetBanking
CUST_01605,884,24,16,8,0.6667,1575.11,Card
CUST_01606,305,6,1,5,0.1667,1133.05,UPI
CUST_01607,324,67,62,5,0.9254,2406.36,Wallet
CUST_01608,308,15,6,9,0.4,6886.2,Wallet
CUST_01609,963,59,56,3,0.9492,2768.76,Card
CUST_01610,960,70,48,22,0.6857,1850.76,Wallet
CUST_01611,817,50,29,21,0.58,1800.34,Card
CUST_01612,899,5,5,0,1.0,739.35,Wallet
CUST_01613,514,69,37,32,0.5362,4097.68,Wallet
CUST_01614,1148,78,46,32,0.5897,2091.24,UPI
CUST_01615,107,77,53,24,0.6883,1946.26,NetBanking
CUST_01616,261,79,53,26,0.6709,20643.9,UPI
CUST_01617,320,72,69,3,0.9583,2722.01,NetBanking
CUST_01618,982,71,26,45,0.3662,1304.72,UPI
CUST_01619,532,65,59,6,0.9077,1638.52,UPI
CUST_01620,1430,74,73,1,0.9865,4934.03,NetBanking
CUST_01621,1285,11,8,3,0.7273,2390.58,UPI
CUST_01622,990,63,50,13,0.7937,806.9,Wallet
CUST_01623,1205,47,40,7,0.8511,4202.61,NetBanking
CUST_01624,633,42,17,25,0.4048,1383.4,UPI
CUST_01625,1453,43,28,15,0.6512,8195.24,UPI
CUST_01626,1318,65,56,9,0.8615,4703.37,Card
CUST_01627,1203,11,7,4,0.6364,1614.65,UPI
CUST_01628,617,67,25,42,0.3731,5413.83,Card
CUST_01629,1065,14,8,6,0.5714,2315.77,NetBanking
CUST_01630,301,40,20,20,0.5,4011.58,NetBanking
CUST_01631,59,19,14,5,0.7368,3100.48,Card
CUST_01632,1241,24,21,3,0.875,1221.15,NetBanking
CUST_01633,389,38,36,2,0.9474,1407.42,Card
CUST_01634,1023,28,24,4,0.8571,4541.32,UPI
CUST_01635,732,15,6,9,0.4,1747.0,Card
CUST_01636,1045,57,41,16,0.7193,1664.78,Card
CUST_01637,1383,61,58,3,0.9508,1131.63,Card
CUST_01638,461,78,69,9,0.8846,2970.6,NetBanking
CUST_01639,141,38,35,3,0.9211,9355.95,UPI
CUST_01640,137,26,21,5,0.8077,1046.0,Wallet
CUST_01641,1005,43,42,1,0.9767,2246.11,Card
CUST_01642,807,54,46,8,0.8519,5934.6,NetBanking
CUST_01643,327,72,48,24,0.6667,2088.6,UPI
CUST_01644,621,62,42,20,0.6774,3031.04,NetBanking
CUST_01645,1115,10,4,6,0.4,1049.77,NetBanking
CUST_01646,914,39,21,18,0.5385,2980.41,NetBanking
CUST_01647,576,17,9,8,0.5294,1937.2,Wallet
CUST_01648,974,35,33,2,0.9429,4402.87,Card
CUST_01649,1094,48,25,23,0.5208,5070.38,NetBanking
CUST_01650,1151,6,6,0,1.0,13530.4,UPI
CUST_01651,169,6,4,2,0.6667,3313.44,UPI
CUST_01652,1105,18,15,3,0.8333,2774.03,Wallet
CUST_01653,749,33,32,1,0.9697,2530.24,NetBanking
CUST_01654,545,29,9,20,0.3103,1724.66,UPI
CUST_01655,1298,16,4,12,0.25,2798.78,Card
CUST_01656,1257,20,17,3,0.85,1795.82,UPI
CUST_01657,206,21,18,3,0.8571,2484.74,Card
CUST_01658,257,28,16,12,0.5714,5554.25,NetBanking
CUST_01659,986,14,14,0,1.0,1091.62,Wallet
CUST_01660,596,59,59,0,1.0,4904.53,NetBanking
CUST_01661,557,25,9,16,0.36,5552.37,NetBanking
CUST_01662,157,53,39,14,0.7358,2033.17,NetBanking
CUST_01663,153,38,37,1,0.9737,500.05,NetBanking
CUST_01664,394,61,22,39,0.3607,1443.07,Wallet
CUST_01665,440,55,27,28,0.4909,5474.72,Wallet
CUST_01666,252,23,23,0,1.0,2173.28,Wallet
CUST_01667,477,18,12,6,0.6667,1097.17,NetBanking
CUST_01668,241,9,3,6,0.3333,1551.0,UPI
CUST_01669,1200,37,35,2,0.9459,3977.6,Wallet
CUST_01670,68,68,29,39,0.4265,3238.01,UPI
CUST_01671,107,54,33,21,0.6111,1868.23,Card
CUST_01672,1463,47,39,8,0.8298,1708.25,UPI
CUST_01673,1085,67,50,17,0.7463,1678.69,Wallet
CUST_01674,857,13,11,2,0.8462,1157.84,Card
CUST_01675,36,54,46,8,0.8519,6841.5,UPI
CUST_01676,1191,73,43,30,0.589,1762.3,NetBanking
CUST_01677,1426,43,37,6,0.8605,5177.16,UPI
CUST_01678,1324,16,9,7,0.5625,6405.56,NetBanking
CUST_01679,194,63,36,27,0.5714,4441.81,Card
CUST_01680,391,75,24,51,0.32,1632.5,Wallet
CUST_01681,1383,29,17,12,0.5862,2929.57,Wallet
CUST_01682,248,50,46,4,0.92,2171.26,UPI
CUST_01683,1325,61,30,31,0.4918,1173.1,Card
CUST_01684,103,29,8,21,0.2759,2771.24,Card
CUST_01685,1031,54,20,34,0.3704,967.46,NetBanking
CUST_01686,1053,73,72,1,0.9863,5071.42,Wallet
CUST_01687,63,9,7,2,0.7778,1595.22,UPI
CUST_01688,721,10,9,1,0.9,2542.27,UPI
CUST_01689,463,71,50,21,0.7042,2692.7,Card
CUST_01690,1216,34,12,22,0.3529,1842.29,UPI
CUST_01691,319,67,61,6,0.9104,3329.86,UPI
CUST_01692,995,10,6,4,0.6,1583.78,Card
CUST_01693,59,27,9,18,0.3333,4063.94,NetBanking
CUST_01694,229,63,57,6,0.9048,860.76,Card
CUST_01695,1240,13,4,9,0.3077,2412.61,UPI
CUST_01696,1048,33,11,22,0.3333,8580.52,Card
CUST_01697,902,48,39,9,0.8125,1096.38,NetBanking
CUST_01698,277,78,57,21,0.7308,1374.13,Card
CUST_01699,688,32,10,22,0.3125,3164.45,Card
CUST_01700,717,13,4,9,0.3077,2504.16,NetBanking
CUST_01701,319,58,27,31,0.4655,2822.68,NetBanking
CUST_01702,1163,26,21,5,0.8077,3110.16,Card
CUST_01703,1221,10,5,5,0.5,3443.71,UPI
CUST_01704,1324,53,25,28,0.4717,4802.01,UPI
CUST_01705,1027,15,4,11,0.2667,2942.08,UPI
CUST_01706,397,16,15,1,0.9375,1865.19,NetBanking
CUST_01707,882,65,63,2,0.9692,3536.18,Card
CUST_01708,452,23,14,9,0.6087,8349.17,Wallet
CUST_01709,873,35,15,20,0.4286,2012.55,UPI
CUST_01710,1251,28,23,5,0.8214,1116.36,UPI
CUST_01711,1314,43,34,9,0.7907,4793.21,Wallet
CUST_01712,39,76,37,39,0.4868,2029.88,Card
CUST_01713,270,72,27,45,0.375,482.57,NetBanking
CUST_01714,1135,69,34,35,0.4928,3996.58,Wallet
CUST_01715,1312,31,17,14,0.5484,1518.18,UPI
CUST_01716,426,19,17,2,0.8947,2072.74,Card
CUST_01717,1433,65,50,15,0.7692,2786.07,Card
CUST_01718,357,10,3,7,0.3,2523.37,NetBanking
CUST_01719,613,31,22,9,0.7097,3628.65,NetBanking
CUST_01720,714,63,20,43,0.3175,1628.08,UPI
CUST_01721,137,73,32,41,0.4384,3162.68,Card
CUST_01722,89,67,52,15,0.7761,1841.47,UPI
CUST_01723,175,35,33,2,0.9429,3704.0,Wallet
CUST_01724,1243,79,43,36,0.5443,3397.37,Wallet
CUST_01725,437,46,27,19,0.587,1147.33,UPI
CUST_01726,697,34,13,21,0.3824,4722.94,Card
CUST_01727,874,30,21,9,0.7,1517.51,Card
CUST_01728,180,65,56,9,0.8615,3887.96,Wallet
CUST_01729,141,60,27,33,0.45,2855.78,Card
CUST_01730,1278,63,29,34,0.4603,7996.25,Wallet
CUST_01731,794,22,20,2,0.9091,1888.57,Card
CUST_01732,1324,50,32,18,0.64,1729.31,Card
CUST_01733,717,21,7,14,0.3333,2178.53,UPI
CUST_01734,604,22,9,13,0.4091,1786.07,Wallet
CUST_01735,969,58,27,31,0.4655,3865.94,NetBanking
CUST_01736,480,42,31,11,0.7381,712.36,Card
CUST_01737,1336,26,25,1,0.9615,1056.19,Card
CUST_01738,207,57,50,7,0.8772,1045.8,Wallet
CUST_01739,473,80,54,26,0.675,4295.04,Wallet
CUST_01740,601,6,6,0,1.0,7313.15,Wallet
CUST_01741,535,36,20,16,0.5556,2052.65,Wallet
CUST_01742,1216,33,27,6,0.8182,1962.21,Card
CUST_01743,1204,5,4,1,0.8,2319.34,UPI
CUST_01744,112,65,65,0,1.0,4980.65,UPI
CUST_01745,901,72,46,26,0.6389,1153.84,Wallet
CUST_01746,1456,17,12,5,0.7059,2609.35,Wallet
CUST_01747,522,15,12,3,0.8,4370.52,UPI
CUST_01748,1449,57,30,27,0.5263,3136.2,Card
CUST_01749,764,42,19,23,0.4524,2521.75,UPI
CUST_01750,62,66,61,5,0.9242,4450.32,NetBanking
CUST_01751,361,63,54,9,0.8571,332.87,UPI
CUST_01752,961,64,27,37,0.4219,3549.33,Wallet
CUST_01753,408,52,44,8,0.8462,1397.09,UPI
CUST_01754,1314,14,10,4,0.7143,613.12,NetBanking
CUST_01755,1117,9,6,3,0.6667,3158.47,Wallet
CUST_01756,582,74,58,16,0.7838,5776.54,Card
CUST_01757,1432,15,13,2,0.8667,2005.78,NetBanking
CUST_01758,142,70,64,6,0.9143,4302.76,NetBanking
CUST_01759,135,19,11,8,0.5789,6826.69,NetBanking
CUST_01760,983,10,8,2,0.8,5543.83,NetBanking
CUST_01761,388,76,67,9,0.8816,6960.28,UPI
CUST_01762,1178,31,13,18,0.4194,3712.61,NetBanking
CUST_01763,518,74,29,45,0.3919,2328.09,Wallet
CUST_01764,1218,31,16,15,0.5161,719.55,NetBanking
CUST_01765,752,39,27,12,0.6923,1858.93,Wallet
CUST_01766,597,11,4,7,0.3636,1223.81,NetBanking
CUST_01767,737,62,49,13,0.7903,10093.63,UPI
CUST_01768,992,73,64,9,0.8767,1952.53,NetBanking
CUST_01769,955,52,19,33,0.3654,2407.26,Card
CUST_01770,967,16,5,11,0.3125,3248.8,Wallet
CUST_01771,396,41,14,27,0.3415,2276.79,UPI
CUST_01772,367,40,15,25,0.375,7233.92,Card
CUST_01773,1046,24,13,11,0.5417,1428.16,UPI
CUST_01774,630,58,51,7,0.8793,2530.63,Card
CUST_01775,1000,49,40,9,0.8163,1313.26,Wallet
CUST_01776,1350,7,4,3,0.5714,876.54,Card
CUST_01777,158,7,3,4,0.4286,1439.08,NetBanking
CUST_01778,873,79,44,35,0.557,2151.83,NetBanking
CUST_01779,1025,80,66,14,0.825,1635.15,Wallet
CUST_01780,967,43,20,23,0.4651,1360.09,NetBanking
CUST_01781,381,38,18,20,0.4737,825.16,Wallet
CUST_01782,791,41,36,5,0.878,2083.55,UPI
CUST_01783,333,50,33,17,0.66,770.24,Wallet
CUST_01784,370,25,24,1,0.96,3759.49,NetBanking
CUST_01785,403,27,12,15,0.4444,2339.54,Card
CUST_01786,517,19,5,14,0.2632,796.09,NetBanking
CUST_01787,1206,21,20,1,0.9524,1778.55,NetBanking
CUST_01788,787,28,14,14,0.5,1304.39,UPI
CUST_01789,1393,45,35,10,0.7778,2761.2,Card
CUST_01790,793,62,52,10,0.8387,5643.81,Card
CUST_01791,1122,43,19,24,0.4419,594.3,UPI
CUST_01792,858,68,29,39,0.4265,2393.51,Wallet
CUST_01793,685,24,7,17,0.2917,1974.18,NetBanking
CUST_01794,1355,42,27,15,0.6429,3533.13,NetBanking
CUST_01795,1204,23,20,3,0.8696,2563.78,NetBanking
CUST_01796,1441,19,16,3,0.8421,1304.56,Wallet
CUST_01797,112,22,9,13,0.4091,1766.34,NetBanking
CUST_01798,80,56,55,1,0.9821,1264.94,Card
CUST_01799,943,50,20,30,0.4,4690.08,NetBanking
CUST_01800,142,29,26,3,0.8966,2241.54,Card
CUST_01801,599,30,9,21,0.3,8356.82,UPI
CUST_01802,1132,62,61,1,0.9839,2116.54,UPI
CUST_01803,1078,55,28,27,0.5091,1344.95,Wallet
CUST_01804,680,70,24,46,0.3429,765.4,NetBanking
CUST_01805,844,23,19,4,0.8261,625.03,NetBanking
CUST_01806,820,52,15,37,0.2885,728.59,NetBanking
CUST_01807,736,49,33,16,0.6735,2662.41,Wallet
CUST_01808,1178,16,7,9,0.4375,3152.99,Wallet
CUST_01809,881,61,36,25,0.5902,730.09,Card
CUST_01810,898,58,25,33,0.431,4132.04,UPI
CUST_01811,324,31,18,13,0.5806,1574.76,Wallet
CUST_01812,1105,47,18,29,0.383,2447.34,Wallet
CUST_01813,211,5,4,1,0.8,6826.41,NetBanking
CUST_01814,878,27,25,2,0.9259,4137.25,Wallet
CUST_01815,1484,77,71,6,0.9221,1829.92,Card
CUST_01816,438,28,20,8,0.7143,1183.42,NetBanking
CUST_01817,1164,67,22,45,0.3284,489.67,NetBanking
CUST_01818,1228,43,43,0,1.0,1334.87,Wallet
CUST_01819,489,8,8,0,1.0,1904.95,UPI
CUST_01820,345,38,20,18,0.5263,1106.52,Wallet
CUST_01821,284,41,25,16,0.6098,2014.49,Card
CUST_01822,1037,36,10,26,0.2778,2330.4,UPI
CUST_01823,597,68,24,44,0.3529,1886.73,NetBanking
CUST_01824,1220,66,55,11,0.8333,1401.08,Wallet
CUST_01825,558,65,63,2,0.9692,2485.08,UPI
CUST_01826,794,70,67,3,0.9571,3008.99,UPI
CUST_01827,561,25,25,0,1.0,1029.39,UPI
CUST_01828,329,45,42,3,0.9333,5929.25,Card
CUST_01829,761,25,8,17,0.32,2061.09,NetBanking
CUST_01830,769,58,57,1,0.9828,2237.68,NetBanking
CUST_01831,129,42,21,21,0.5,3625.51,UPI
CUST_01832,1082,29,28,1,0.9655,2599.96,Card
CUST_01833,223,26,24,2,0.9231,4303.55,NetBanking
CUST_01834,677,43,29,14,0.6744,2699.95,NetBanking
CUST_01835,226,73,58,15,0.7945,1438.41,NetBanking
CUST_01836,324,6,2,4,0.3333,2844.24,NetBanking
CUST_01837,793,67,46,21,0.6866,991.67,NetBanking
CUST_01838,363,18,8,10,0.4444,2382.71,Card
CUST_01839,1060,33,15,18,0.4545,2157.57,UPI
CUST_01840,884,63,22,41,0.3492,1908.97,UPI
CUST_01841,298,7,5,2,0.7143,2018.33,NetBanking
CUST_01842,668,51,23,28,0.451,591.53,Wallet
CUST_01843,1253,71,69,2,0.9718,1504.01,NetBanking
CUST_01844,382,43,13,30,0.3023,2356.64,UPI
CUST_01845,485,21,10,11,0.4762,2469.82,Card
CUST_01846,659,21,12,9,0.5714,1075.59,Card
CUST_01847,190,59,24,35,0.4068,5356.12,UPI
CUST_01848,68,66,46,20,0.697,1204.33,UPI
CUST_01849,432,18,5,13,0.2778,4353.0,UPI
CUST_01850,990,20,20,0,1.0,2978.09,NetBanking
CUST_01851,118,13,7,6,0.5385,1404.79,UPI
CUST_01852,227,20,20,0,1.0,7651.96,Card
CUST_01853,1233,30,14,16,0.4667,957.62,NetBanking
CUST_01854,89,16,6,10,0.375,4202.39,NetBanking
CUST_01855,1217,49,36,13,0.7347,4448.88,Card
CUST_01856,1055,35,26,9,0.7429,1381.0,UPI
CUST_01857,232,79,71,8,0.8987,5853.09,UPI
CUST_01858,1113,32,31,1,0.9688,1853.75,Card
CUST_01859,607,26,24,2,0.9231,2702.91,UPI
CUST_01860,232,32,25,7,0.7812,2649.76,Wallet
CUST_01861,780,80,35,45,0.4375,2010.19,Wallet
CUST_01862,1409,18,7,11,0.3889,3895.46,NetBanking
CUST_01863,807,59,30,29,0.5085,3848.51,Card
CUST_01864,864,19,17,2,0.8947,649.39,NetBanking
CUST_01865,283,64,26,38,0.4062,5502.94,Card
CUST_01866,1045,51,33,18,0.6471,689.7,UPI
CUST_01867,198,46,44,2,0.9565,4549.54,UPI
CUST_01868,818,41,26,15,0.6341,4859.51,NetBanking
CUST_01869,1437,61,32,29,0.5246,1028.98,Wallet
CUST_01870,625,59,29,30,0.4915,1656.45,UPI
CUST_01871,1004,52,26,26,0.5,1018.42,UPI
CUST_01872,1410,67,63,4,0.9403,1899.9,UPI
CUST_01873,841,61,51,10,0.8361,1780.01,UPI
CUST_01874,274,23,18,5,0.7826,3811.44,Wallet
CUST_01875,1453,80,30,50,0.375,5525.98,Card
CUST_01876,162,51,27,24,0.5294,5866.3,NetBanking
CUST_01877,440,56,23,33,0.4107,1489.93,Card
CUST_01878,899,68,37,31,0.5441,1907.49,NetBanking
CUST_01879,1348,56,38,18,0.6786,679.66,Wallet
CUST_01880,1395,56,47,9,0.8393,1256.26,NetBanking
CUST_01881,331,63,24,39,0.381,4338.99,UPI
CUST_01882,543,67,51,16,0.7612,6842.5,Card
CUST_01883,1316,22,6,16,0.2727,930.72,UPI
CUST_01884,138,13,10,3,0.7692,1458.66,UPI
